,datetime,nav,cash_position,margin_requirement
0,2015-02-25,99.33553373845162,100.0,41.269837396699444
0,2015-02-26,99.654280401792,100.0,42.39618141631598
0,2015-02-27,99.77086152800754,100.0,43.35051653844168
0,2015-03-02,99.84114350859953,100.0,44.66717837555245
0,2015-03-03,99.73165885536349,100.0,45.62801767327616
0,2015-03-04,99.85359828424873,100.0,46.63185658621843
0,2015-03-05,99.91155216241499,100.0,47.87994811955578
0,2015-03-06,100.06007739387351,100.0,48.51393554051502
0,2015-03-09,100.09565506214264,100.0,49.624056207769
0,2015-03-10,100.31128681151304,100.0,50.14633192569825
0,2015-03-11,100.35015361626722,100.0,51.4352737139736
0,2015-03-12,100.4019756849656,100.0,53.06055016472395
0,2015-03-13,100.76003016880163,100.0,53.99974046784715
0,2015-03-16,100.59958060878583,100.0,55.32005804803154
0,2015-03-17,100.85845018516972,100.0,56.48702521022037
0,2015-03-18,100.46201601578068,100.0,58.13241288047789
0,2015-03-19,101.04142247718278,100.0,59.17672447771477
0,2015-03-20,100.67444896380077,100.0,60.64764716461937
0,2015-03-23,100.80412949734944,100.0,61.78923309472634
0,2015-03-24,100.95244925018298,100.0,62.84490232548734
0,2015-03-25,100.39071620890098,100.0,63.00279244938308
0,2015-03-26,100.24525690462258,100.0,64.04321273411392
0,2015-03-27,100.53527679044812,100.0,65.38595652403455
0,2015-03-30,100.41755348332552,100.0,67.02851286864545
0,2015-03-31,100.51972553429019,100.0,67.84075366257616
0,2015-04-01,100.85278239912739,100.0,69.04855144891846
0,2015-04-02,100.78988164288947,100.0,70.51193419664577
0,2015-04-06,100.21811153060833,100.05525604038304,71.98572826860283
0,2015-04-07,100.05984290823693,100.12700590254799,72.92638430742284
0,2015-04-08,100.32034512786956,100.27005295330095,74.1615756341657
0,2015-04-09,100.05155280541663,100.33140126836798,75.21004548632132
0,2015-04-10,100.14571338547181,100.49711697228109,76.27129057181472
0,2015-04-13,100.50450626884391,100.63418469896065,77.05427543477003
0,2015-04-14,100.19060018784576,100.66695623678599,78.02260041203485
0,2015-04-15,99.57230058168653,100.58260263734766,79.45971127565095
0,2015-04-16,99.65078831994747,100.62298355847918,80.14319663622194
0,2015-04-17,99.90207543928089,100.63795514449414,80.04732239895915
0,2015-04-20,99.90230421163245,100.66369972731033,81.46619664741787
0,2015-04-21,100.41478090186726,100.84063484244538,82.20346051687137
0,2015-04-22,100.36210519111982,100.96840845447736,83.14430083681944
0,2015-04-23,100.20360959476459,101.00259865377801,84.34606298999441
0,2015-04-24,100.45084645975291,101.04833964747553,85.00479180796006
0,2015-04-27,99.79621142397478,101.2049971467106,85.20506584020654
0,2015-04-28,99.75994484885251,101.29158116183106,86.20654866242529
0,2015-04-29,99.11363907953394,101.19984427513548,86.58747358459985
0,2015-04-30,98.52863306425475,101.14484961537505,86.26875426722845
0,2015-05-01,98.82413500289273,101.17110878816673,87.52552249470767
0,2015-05-04,98.91653248327663,101.26531759180246,88.47941937703342
0,2015-05-05,98.6776701563161,101.46845559727831,88.30995860696041
0,2015-05-06,98.69354307983448,101.53942872249831,88.8616516200853
0,2015-05-07,98.93688195938076,101.7224571996947,89.68198940876542
0,2015-05-08,98.70873766421727,101.8595089154619,91.16800359440083
0,2015-05-11,99.05521009321586,102.03976406616904,91.7557138966626
0,2015-05-12,99.17768755321133,102.30262637287473,92.46948529555019
0,2015-05-13,99.04633809446146,102.51576270598983,93.22478929487589
0,2015-05-14,99.14513897020929,102.72113726334642,94.55080237204174
0,2015-05-15,99.40851107177016,102.9774519074021,95.40704475567125
0,2015-05-18,99.600287540909,103.18741252862817,96.60196210725988
0,2015-05-19,99.88603454985777,103.33453678321091,97.04692343470086
0,2015-05-20,99.85421389609829,103.55072351890625,97.81775641662733
0,2015-05-21,99.3435949155997,103.68976244594346,98.66973729187586
0,2015-05-22,99.55165738300839,103.80889537631711,99.29532646859182
0,2015-05-26,99.96363898232539,103.95851261449457,99.03911584806556
0,2015-05-27,100.18371813163103,104.2103995025824,100.35842434562088
0,2015-05-28,100.45939150454984,104.38069101393748,101.09191152386303
0,2015-05-29,101.00843539988045,104.63556460990942,101.60947967130599
0,2015-06-01,101.16652819973011,104.80425752631369,102.48318984589449
0,2015-06-02,101.01715397010676,104.95208175083313,103.72338169496669
0,2015-06-03,101.14585622958276,105.10499682918783,104.81494402672979
0,2015-06-04,101.42829750162753,105.34165254195938,104.80937525146896
0,2015-06-05,101.47518421025607,105.50942617083274,105.98939440045126
0,2015-06-08,101.8038939954589,105.67605286334991,106.29723332075918
0,2015-06-09,101.48304248795436,105.89633622250888,106.85718190575437
0,2015-06-10,101.13495105544789,106.0240915327192,108.52059526087831
0,2015-06-11,101.15767038244412,106.2518031297562,109.39135985580293
0,2015-06-12,101.61613159220578,106.51082762160135,109.945710839639
0,2015-06-15,101.94520337975672,106.62426960754827,110.33169572830937
0,2015-06-16,101.62691020210318,106.71298923391947,111.31014659438591
0,2015-06-17,101.4582454834937,106.80019078653345,112.12007794301533
0,2015-06-18,101.65052054029935,107.03081557289595,113.5536580476398
0,2015-06-19,101.88843992499669,107.21362093741486,113.90918076166884
0,2015-06-22,101.88906583726485,107.55882433204485,115.07226787222648
0,2015-06-23,101.85236019154853,107.7980655250896,116.00319793775762
0,2015-06-24,101.98571104833837,108.04052127073469,115.99997491891338
0,2015-06-25,102.29905993666786,108.17608270891976,116.3749578494807
0,2015-06-26,101.70423725932521,108.36013820164321,116.73231172942627
0,2015-06-29,101.61211817150385,108.63398750898584,115.06789979716515
0,2015-06-30,102.16982955541323,108.98318220332213,116.44989767698769
0,2015-07-01,102.42407832403758,109.15841506714949,117.02848900543329
0,2015-07-02,102.10598414062534,109.34069024264066,117.49296837941222
0,2015-07-06,102.91472594090418,109.3724712232866,117.54264334708046
0,2015-07-07,101.95100060630891,109.55114998663696,118.28051666840486
0,2015-07-08,102.11296168013082,109.8165249247505,116.98311078926845
0,2015-07-09,102.50352934420532,110.01182885098811,118.34911393882128
0,2015-07-10,103.15884933340419,110.12694210777163,120.33304392032287
0,2015-07-13,102.90318090155672,110.33026840366331,122.01735812450048
0,2015-07-14,102.79792969395764,110.65311210477219,123.22095571132463
0,2015-07-15,103.16750323251519,110.74909684247298,123.09078896483578
0,2015-07-16,103.52086824719687,110.8835333004172,124.28721716953743
0,2015-07-17,104.05811957330225,110.70632315383267,124.37911495471062
0,2015-07-20,103.63997534971175,110.41320732797716,124.01322922852029
0,2015-07-21,104.0192090913637,110.54312241604096,124.35620527168268
0,2015-07-22,104.18854986411841,110.60237982222837,124.57020522459578
0,2015-07-23,103.93393297644319,110.69976103389307,124.34194768706342
0,2015-07-24,104.08806649426184,110.74894797343406,123.23166528049342
0,2015-07-27,104.15730109246769,110.76883943866576,122.55554675510724
0,2015-07-28,103.04870042379461,110.84921663028503,124.19019351885612
0,2015-07-29,101.94825287297924,110.84571573028616,125.49107562139204
0,2015-07-30,102.30075374844246,110.98259156690926,126.18111040135636
0,2015-07-31,103.13429781724481,111.00262347708602,126.86281680402111
0,2015-08-03,103.56912131349534,111.01782890177027,126.43175948978046
0,2015-08-04,103.72490165892282,111.26446490179174,126.75893778333291
0,2015-08-05,104.02631702699422,111.3025518041002,127.30487132737066
0,2015-08-06,103.0059608159155,111.55437805592311,126.92803720586264
0,2015-08-07,103.04997518740765,112.00675004235016,126.78745246427852
0,2015-08-10,101.66825719859362,112.43030962185827,128.80042872861097
0,2015-08-11,102.0922100435369,112.6978057750182,128.26727844316753
0,2015-08-12,101.8392565266914,113.00718929420995,129.00687055865626
0,2015-08-13,102.36442818913088,113.16769712338571,129.09037620652933
0,2015-08-14,102.36982366142969,113.2935211710004,129.99380072365116
0,2015-08-17,102.52052575410904,113.54389667884371,131.1060071782406
0,2015-08-18,102.30410568397443,113.85296756531265,130.9246812162116
0,2015-08-19,102.97402082485758,114.23232274094248,130.19481268198174
0,2015-08-20,103.18911753057087,114.27574249825551,128.0277575521683
0,2015-08-21,104.84750181321743,113.9630703642677,126.08998969221446
0,2015-08-24,105.4231514902136,113.19837105719402,121.14245268919683
0,2015-08-25,106.77030852378897,112.34758584263456,120.52230806021214
0,2015-08-26,105.86054988880474,112.16606900835754,123.33730852287793
0,2015-08-27,103.95130272121929,112.26301234763048,126.59106381092144
0,2015-08-28,104.02757944848905,112.50165139839913,128.28126603359524
0,2015-08-31,104.18150409175307,112.91206425146734,128.8784486916241
0,2015-09-01,106.06353240096651,113.01299514116351,126.99467833070244
0,2015-09-02,105.73348440095744,113.51537219640674,128.94546634596392
0,2015-09-03,105.1758445868547,114.03754732094637,129.7114186740351
0,2015-09-04,106.8083269283187,114.27120344889877,129.42888465945373
0,2015-09-08,106.26354663678222,114.94705770397873,131.957410450066
0,2015-09-09,106.9141274042245,115.47632425929847,131.2816032128055
0,2015-09-10,107.1566877272477,115.91150012389659,132.3256764997233
0,2015-09-11,107.64105884339759,115.94299466867734,133.17137378472884
0,2015-09-14,108.05696627731295,116.18955823838235,133.18486434607274
0,2015-09-15,107.22520043045907,116.49963082466833,134.81735987550067
0,2015-09-16,105.77197429789607,116.75444313224288,136.60600008933685
0,2015-09-17,107.03303243132486,117.3643002739495,137.7572095087805
0,2015-09-18,109.07958608007482,117.56125715156227,137.00453285850426
0,2015-09-21,108.2568165460957,117.74115159934355,137.47518536106304
0,2015-09-22,108.86301309207983,117.6696548104065,136.4477707849223
0,2015-09-23,110.31834673195436,117.34451735123265,136.22973867895047
0,2015-09-24,110.33672794114162,117.0542880039602,136.23528318214377
0,2015-09-25,108.86272393795312,116.93306523326925,135.1174991229918
0,2015-09-28,109.36255065582164,116.5159957144147,131.38859289278267
0,2015-09-29,108.11840001655717,116.63414142466588,130.83219948817836
0,2015-09-30,107.64568694794288,116.72174253931121,133.10421482696916
0,2015-10-01,107.50370432649463,116.73969013690117,133.4997764857473
0,2015-10-02,106.16106980630573,116.98325211747603,136.1765389877831
0,2015-10-05,104.91069501295733,117.32503798567357,139.3160658075938
0,2015-10-06,103.92753078301517,117.73998158170399,140.0542691450877
0,2015-10-07,103.46844588133231,118.1836000067004,142.1437578846871
0,2015-10-08,102.40470087536895,118.57587020430054,144.20908837216422
0,2015-10-09,102.50304660955433,118.85941060266069,145.19461982842375
0,2015-10-12,103.49314664167801,119.22237126883408,145.5568666154668
0,2015-10-13,103.63139028398149,119.81509271853542,144.81022345024644
0,2015-10-14,103.3858624381527,120.32082422876492,145.0374477161462
0,2015-10-15,104.11514130725227,120.72667103493181,148.16937231639415
0,2015-10-16,104.23822111435419,121.03575204934943,148.82809569916878
0,2015-10-19,104.94177047145558,121.36833062922712,149.38428846588945
0,2015-10-20,104.58104242324701,121.78906804750721,150.14405805063078
0,2015-10-21,105.11563917610529,121.9520091194339,149.24968535961438
0,2015-10-22,104.2831744218338,122.21600554177328,151.07388017782006
0,2015-10-23,104.66340380310234,122.37147084533748,152.39721967338556
0,2015-10-26,105.17420342721823,122.69129057466279,152.16777678674737
0,2015-10-27,105.66260560504834,122.852937626612,151.45084703863097
0,2015-10-28,105.80918715529603,123.21498202563922,154.38260464713682
0,2015-10-29,104.93330835052517,123.41097276292963,154.09601128839162
0,2015-10-30,104.71072677202298,123.467574130714,154.469837283442
0,2015-11-02,104.6549948352162,123.9809622550817,156.87537097802735
0,2015-11-03,104.09016100019183,124.39274180353279,158.2639625539959
0,2015-11-04,104.91792687039347,124.99452389181359,158.64418906623266
0,2015-11-05,104.83852921716029,125.5914287685748,158.80568953472752
0,2015-11-06,106.09202999558293,126.35414452563276,159.64381243791152
0,2015-11-09,106.65816314627236,126.84017619586231,158.9470837258158
0,2015-11-10,106.56816879043953,127.42566182095071,159.32844860042667
0,2015-11-11,107.29950411932438,127.83029082540283,158.99327847627563
0,2015-11-12,108.1614074534595,128.15372125380065,157.44696987740556
0,2015-11-13,108.89141582876239,128.4355879057794,157.10742334040876
0,2015-11-16,106.90286804363703,128.8567112148278,158.97011664553298
0,2015-11-17,107.28255911779928,129.02874898015904,159.01816710961955
0,2015-11-18,106.13587411126596,129.30223733757384,161.41443455184765
0,2015-11-19,106.21722107255752,129.59195985699893,161.7251830325674
0,2015-11-20,106.77697157595388,129.74306896860088,162.75915553174082
0,2015-11-23,107.06925362125467,129.86948514209075,163.67957897097634
0,2015-11-24,106.3066569095282,129.8737861285322,164.9769328762743
0,2015-11-25,106.85249002496471,130.15127894007466,166.24049157763153
0,2015-11-27,108.04866405282395,130.62105017081618,166.95997138078945
0,2015-11-30,108.01691378333864,130.88494730962833,167.3196314992567
0,2015-12-01,107.67688944893065,131.26071896793457,168.72718577856614
0,2015-12-02,108.94503719920041,131.6920355396617,167.69957082247646
0,2015-12-03,109.62364011354471,132.06412254041217,166.22847572542088
0,2015-12-04,109.12992556708842,132.2552198343843,167.67554171142092
0,2015-12-07,109.6673014060598,132.27328598177047,165.76246203087325
0,2015-12-08,110.982539230593,132.2594711688419,165.60296009142692
0,2015-12-09,110.5802767170933,132.53227810453615,165.1634058681475
0,2015-12-10,110.44154636580078,132.84064790887416,165.96741182842004
0,2015-12-11,111.18902966567177,133.11943356414366,163.15139312123029
0,2015-12-14,110.29667022672469,133.79844838665701,162.19963067858464
0,2015-12-15,109.90265031376276,134.2232827906992,164.31352644094363
0,2015-12-16,109.88744019466192,134.53416763589757,166.74354706068576
0,2015-12-17,111.89968504173456,134.61732403404355,165.92057283961896
0,2015-12-18,113.61048209756125,134.59030008119174,165.29497604967835
0,2015-12-21,113.09131784578332,134.65111991389116,166.4385473029983
0,2015-12-22,111.9397275382694,135.00072607918216,168.31528481037685
0,2015-12-23,110.48286977117276,135.33682078908538,171.05452792504994
0,2015-12-24,110.83165606453622,135.93736570068228,171.79643986778893
0,2015-12-28,111.42045947859492,136.35691300707634,171.36092567246064
0,2015-12-29,111.02818749170393,136.68060733493292,173.05749925070134
0,2015-12-30,112.08231742866776,136.95510265676387,172.71860017937666
0,2015-12-31,112.67845170826767,137.52528021688417,172.77460899771523
0,2016-01-04,112.28264544072186,138.06102423081606,170.78668359597617
0,2016-01-05,112.62188189475911,138.5057831606009,171.5191514837203
0,2016-01-06,114.59593126781698,138.23801167794207,169.58688481177194
0,2016-01-07,115.63065321226642,137.5966004340052,165.473748083304
0,2016-01-08,116.11907246214874,137.4154960045385,163.39966187593146
0,2016-01-11,115.97589411698391,137.14763701658555,161.82676347564234
0,2016-01-12,115.17194615921194,137.37130087049906,162.03606959040377
0,2016-01-13,115.78864588965807,137.1969478577235,157.56509089129494
0,2016-01-14,114.77065760329367,137.68108592393222,159.20865620157696
0,2016-01-15,115.19701364856266,137.82014393155416,155.77061870547107
0,2016-01-19,114.86773493443457,138.02954940133333,153.83542884938478
0,2016-01-20,115.23840250988268,138.3119540304607,152.3539827984937
0,2016-01-21,114.76577114723467,138.61536573982127,152.94840205641515
0,2016-01-22,113.73816873790304,138.89776565245378,156.2656411997367
0,2016-01-25,114.81375775667868,138.95229537854095,154.4371043800728
0,2016-01-26,113.42675230167062,139.10084169794447,157.09804970344294
0,2016-01-27,113.96783609631515,139.2515557744987,156.44372794970946
0,2016-01-28,114.31839730159984,139.1212074760749,156.97553952279702
0,2016-01-29,111.99035294394122,139.3030797433389,160.5971831530415
0,2016-02-01,112.32334210473324,139.48339610192656,161.2426029544461
0,2016-02-02,113.85397977715587,139.34580122999532,159.4243666447008
0,2016-02-03,112.66085496484152,139.31587665024512,160.63555573924216
0,2016-02-04,112.1323674470152,139.71942537375074,161.8584611858946
0,2016-02-05,113.6341751586558,139.73114883563542,159.1774745449518
0,2016-02-08,114.39277256909097,139.0319947216769,156.53826517719477
0,2016-02-09,114.3145607675445,138.4593423941629,155.51429403571447
0,2016-02-10,114.2155648882572,138.35814015563244,155.88901900499306
0,2016-02-11,115.1358828519797,138.06271695073457,154.26930718033472
0,2016-02-12,113.63901938567359,138.23326372802785,156.9796749581078
0,2016-02-16,112.40332440797742,138.53663119436442,159.75512446631194
0,2016-02-17,110.86506914776244,138.59585877156695,162.77584958744748
0,2016-02-18,111.19121023245422,138.6691942569756,163.20106069761778
0,2016-02-19,111.51223547672195,138.66226085355473,164.05548649662603
0,2016-02-22,110.30975599273037,138.8475362818734,166.41691518133388
0,2016-02-23,111.82054330907468,138.9113219041035,165.9927459285654
0,2016-02-24,111.6959232219808,139.0642185933165,167.60111766970732
0,2016-02-25,111.1584275568159,139.14305427224764,169.576836190452
0,2016-02-26,111.39292300404506,139.4182889365836,171.0195013393028
0,2016-02-29,111.79267831868135,139.6096699811405,171.50912440989362
0,2016-03-01,110.24741792220964,139.79702404844602,174.65491645475242
0,2016-03-02,109.54223641775822,139.94180828440798,176.66488266992332
0,2016-03-03,108.45524289993516,140.08923692339178,178.54604724965947
0,2016-03-04,107.3751122654934,140.0532784044506,179.91662089476625
0,2016-03-07,106.69944643780178,140.16198773044096,181.9192336649171
0,2016-03-08,108.86460521334703,140.25741019554476,180.23106454500837
0,2016-03-09,109.08237384727859,140.72350522204536,181.66078622977068
0,2016-03-10,109.05536059200367,141.0999049890407,181.7602575503454
0,2016-03-11,107.3271073806617,141.47136272760287,184.82173573306306
0,2016-03-14,107.64116886120493,141.74148056258852,185.32446529731527
0,2016-03-15,108.09673834688355,142.09732242738164,184.32413889529465
0,2016-03-16,107.04076473864745,142.29453992549654,186.37012634847366
0,2016-03-17,105.77390286081219,142.14687679104725,188.3877165628486
0,2016-03-18,105.1138484473723,142.0795701127427,189.51318752612121
0,2016-03-21,105.13220494159124,142.14430786323507,190.16734295658728
0,2016-03-22,105.29486719802745,142.45296102735009,190.8831005207116
0,2016-03-23,106.38302808988897,142.67415754939202,189.46485525534342
0,2016-03-24,106.63945221482604,142.9985066156451,190.43052618167982
0,2016-03-28,106.62598620833398,143.3252298007777,191.10585830311226
0,2016-03-29,105.50633696015531,143.27540347802432,193.92957255677024
0,2016-03-30,105.62403877162102,143.394655094098,195.06914893791236
0,2016-03-31,105.12925064061469,143.77408814496658,195.74793325948744
0,2016-04-01,105.34069549858009,143.92594017526469,196.87371492292584
0,2016-04-04,106.17987172103791,144.06267927735064,196.82312409851863
0,2016-04-05,107.28776073805199,144.44977323886891,196.18218969841178
0,2016-04-06,105.94115397184508,144.67499459868418,198.4829885301956
0,2016-04-07,107.16693512316779,144.91081923923193,197.48445554239078
0,2016-04-08,106.76098898043577,145.20043298494255,198.82405256941504
0,2016-04-11,107.49777365591098,145.55073416002878,199.33208959156735
0,2016-04-12,106.19135916047503,145.5352200136,201.47083838250393
0,2016-04-13,104.6414512509005,145.0938607938306,203.8738946974621
0,2016-04-14,105.02693232839773,144.9337891453148,204.0124343559209
0,2016-04-15,105.03888251705423,144.8240958016366,204.5185618719668
0,2016-04-18,104.56402818879818,144.6616959459022,205.9459883182215
0,2016-04-19,104.18034937004666,144.36357595007618,206.82126417286418
0,2016-04-20,103.94913853386372,143.79235450919495,207.04910735632285
0,2016-04-21,104.66200453865815,143.49829658945018,206.82435068061886
0,2016-04-22,103.86671797659982,143.17851076383286,207.5974342853894
0,2016-04-25,104.63850965152385,142.9751343698959,206.95971823281033
0,2016-04-26,104.48071521411299,142.64350156018347,208.0910454664854
0,2016-04-27,103.51007837708582,141.8479926021293,208.4874284537299
0,2016-04-28,104.86888164993235,141.6360351107032,207.41984674224148
0,2016-04-29,105.92441411958329,141.45916975642848,206.8676835290556
0,2016-05-02,105.18425031654088,141.1856673897032,207.8035986084513
0,2016-05-03,106.6873829856866,141.11259824115112,206.2205403795154
0,2016-05-04,107.31086937072243,141.18061916785203,205.43988940386652
0,2016-05-05,107.35681824496339,141.31356847807453,205.43581367236345
0,2016-05-06,107.2648482532376,141.27082231831398,206.07925089021455
0,2016-05-09,107.16016105572464,141.55656988563004,206.0445141292196
0,2016-05-10,105.6599976573081,141.01017000743144,207.68082877800273
0,2016-05-11,107.22340608153911,140.94126479522342,206.423938694071
0,2016-05-12,106.54663672744827,140.7766039368892,205.55672291049876
0,2016-05-13,107.91905063316918,140.67976528668993,205.0203458800157
0,2016-05-16,106.67722824737359,140.4560981732963,207.0743769189094
0,2016-05-17,106.501704444241,140.51902382366714,205.84446439423323
0,2016-05-18,106.96723507112826,140.58861526497293,205.99838046586743
0,2016-05-19,107.13730269381078,140.65689519575514,205.4717352239939
0,2016-05-20,106.17313560142811,140.8570500416868,207.57765912813227
0,2016-05-23,107.12950349410123,140.98379614576174,208.21882601589454
0,2016-05-24,105.63880811920961,140.5977981960223,210.41857760543212
0,2016-05-25,104.74438539152581,140.1864968406668,211.6800543137985
0,2016-05-26,105.41350687484902,139.97072582764895,211.9778255757775
0,2016-05-27,104.46861416758277,139.68498229095118,212.85462433060718
0,2016-05-31,104.50441501296031,139.6373152227906,213.10104384284017
0,2016-06-01,104.24808482074562,139.55736982089107,213.75917563476577
0,2016-06-02,103.52965422933484,139.24377617175014,214.3741164177311
0,2016-06-03,104.48904240646947,139.3351555949644,214.52458564383704
0,2016-06-06,103.94047154919812,139.5119877546175,215.9174591355207
0,2016-06-07,103.95884938318638,139.11024397288065,216.21221526539347
0,2016-06-08,103.8142701098497,138.84308816041562,216.7770441859318
0,2016-06-09,104.20563729350584,138.85732280623748,215.93663704884358
0,2016-06-10,106.18459931305931,139.34360875593316,214.0432087631852
0,2016-06-13,106.45745369578775,139.66212889817155,212.83362861384438
0,2016-06-14,106.46108723101986,139.96844095273957,212.64290888939928
0,2016-06-15,106.69152984134654,140.33716833889886,213.64802213844433
0,2016-06-16,106.33201750229793,140.66837990067094,214.04194902619963
0,2016-06-17,106.39545833076818,141.04409725102744,214.49380637464566
0,2016-06-20,105.54989343495204,141.65235259481415,216.5919826882278
0,2016-06-21,105.64822757058508,142.42650903464025,216.84626464218945
0,2016-06-22,105.6971877782572,143.1117433350543,217.08038669922772
0,2016-06-23,103.99052584136922,143.07317365156302,219.6724304699639
0,2016-06-24,108.88225102101141,143.20864732969332,214.64703031260012
0,2016-06-27,111.11208382186177,142.87249243801045,210.68466462007638
0,2016-06-28,109.54290828179984,143.12624835525082,214.22785282692445
0,2016-06-29,108.01962093292963,143.4078038340459,217.2996713946219
0,2016-06-30,106.64707612705887,143.10099038904764,219.0252204727044
0,2016-07-01,106.7833796238164,143.13667746477503,219.84081778018708
0,2016-07-05,108.36213759208277,143.17840662860982,217.890818753554
0,2016-07-06,107.98612663841712,143.22129037804933,218.94535327365756
0,2016-07-07,107.71679783427687,143.60299441026302,219.33948973796578
0,2016-07-08,106.1799449222246,143.3492626646885,222.07948682611612
0,2016-07-11,106.08864758760373,143.18006961274185,223.03096106642812
0,2016-07-12,104.76447103638876,142.6214284551718,224.31494121240053
0,2016-07-13,105.16618953608368,142.53953348253876,223.9993133505862
0,2016-07-14,104.35284931972866,142.22695464260298,224.62365341715156
0,2016-07-15,104.86989875945005,142.2937528355676,224.9064315641316
0,2016-07-18,104.93819076639116,142.6295267906295,225.727152988257
0,2016-07-19,105.6124363123331,142.99449900515782,225.355541480923
0,2016-07-20,104.66318377446477,143.10954340477525,226.22198778061838
0,2016-07-21,105.79736766605349,143.80333063297724,226.19556786489858
0,2016-07-22,105.98766501694561,144.43750243103997,227.29502290656
0,2016-07-25,106.03715355030515,142.44468169471693,225.60707622803966
0,2016-07-26,106.0059683972182,141.4603153495758,225.71672058120674
0,2016-07-27,106.62783307286655,140.77173781034534,225.7143098700957
0,2016-07-28,106.53513168239591,140.48195151343887,225.94255033870036
0,2016-07-29,106.88858409764683,140.3918319661323,226.22235528129198
0,2016-08-01,107.178999354784,140.36668484618264,225.96257195368796
0,2016-08-02,108.14225977889677,140.60490227613715,224.69918854804456
0,2016-08-03,107.4764979495218,140.60021289534086,226.19788531492384
0,2016-08-04,107.59447116722211,140.9011640184711,226.67877730004054
0,2016-08-05,106.46177514594079,141.0179091537595,227.9515801821614
0,2016-08-08,106.91155283548864,141.22629728312597,228.15567803734035
0,2016-08-09,107.04069107949209,141.60275270977692,228.5049391716433
0,2016-08-10,107.42655503736559,141.87187518795614,228.27202064873399
0,2016-08-11,106.65834777437885,142.0604537682466,229.33088817298346
0,2016-08-12,106.70277005922686,142.35970120227108,229.69277512719836
0,2016-08-15,106.01534163276096,142.3074631217237,230.5948692784425
0,2016-08-16,106.73666044798897,142.65902838799593,229.83566541665897
0,2016-08-17,106.78199784798926,143.2262114915833,229.90980636320143
0,2016-08-18,106.57626842713903,143.6094880995033,230.79234721437206
0,2016-08-19,106.40152666982438,143.97103576320808,230.68994222557336
0,2016-08-22,106.47908739164193,144.3730776014091,231.11988557771934
0,2016-08-23,106.20423581852336,144.75449039022254,232.0273792339233
0,2016-08-24,107.08725172916228,145.53482898981878,231.01614641242728
0,2016-08-25,107.47639236942481,145.99718026764813,231.40313221891046
0,2016-08-26,107.95420567108044,146.5867605286909,231.64212822994028
0,2016-08-29,107.42813761690039,147.1805782368171,232.95568251133616
0,2016-08-30,107.62512326351492,148.09319867630643,233.11988353374306
0,2016-08-31,107.9557090354073,148.97209402762795,232.80511033542223
0,2016-09-01,108.47473765365264,149.31621570288212,233.4482552148013
0,2016-09-02,108.566966746224,149.43497426396968,235.1126833451429
0,2016-09-06,109.3347091046061,150.0803146890087,236.0892804219303
0,2016-09-07,108.90387510317012,150.30447512856549,236.68337544233606
0,2016-09-08,109.54964866434989,150.71905047566247,236.9018372630257
0,2016-09-09,111.27568340777992,150.93127369356182,232.66450409138582
0,2016-09-12,109.58969566289927,151.11368870724957,235.42261682955404
0,2016-09-13,110.42623389406441,151.47167074785986,233.01468599059382
0,2016-09-14,111.17278485015724,151.71008453490467,233.87771368784348
0,2016-09-15,110.11457203195027,152.07774644372714,235.9779834607965
0,2016-09-16,111.15260009353197,152.74972355996974,236.25334008320732
