date,mkt_index,rf_index
19450925,3.171232892,1.213525285
19450926,3.168093371,1.21353742
19450927,3.161788866,1.213549556
19450928,3.189011868,1.213561691
19450929,3.208815631,1.213573827
19451001,3.235801771,1.213585963
19451002,3.240364251,1.213598098
19451003,3.240396655,1.213610234
19451004,3.242373297,1.21362237
19451005,3.256347926,1.213634507
19451006,3.272987864,1.213646643
19451008,3.289385533,1.213658779
19451009,3.296984014,1.213670916
19451010,3.311194015,1.213683053
19451011,3.311558246,1.21369519
19451015,3.323181815,1.213707327
19451016,3.323215047,1.213719464
19451017,3.335211854,1.213731601
19451018,3.343249714,1.213743738
19451019,3.315199849,1.213755876
19451020,3.323852521,1.213768013
19451022,3.340172637,1.213780151
19451023,3.315154743,1.213792289
19451024,3.275074523,1.213804427
19451025,3.294102706,1.213816565
19451026,3.311923801,1.213828703
19451029,3.288442261,1.213840841
19451030,3.286502081,1.213852979
19451031,3.333860576,1.213865118
19451101,3.375900557,1.213877257
19451102,3.380998167,1.213889395
19451103,3.386103474,1.213901534
19451105,3.406453956,1.213913673
19451107,3.446684178,1.213925812
19451108,3.442927292,1.213937952
19451109,3.443994599,1.213950091
19451110,3.445406637,1.213962231
19451113,3.434071249,1.21397437
19451114,3.423803376,1.21398651
19451115,3.449173759,1.21399865
19451116,3.474387219,1.21401079
19451117,3.477548912,1.21402293
19451119,3.472715119,1.21403507
19451120,3.48976615,1.214047211
19451121,3.449668737,1.214059351
19451123,3.416586414,1.214071492
19451124,3.393387792,1.214083632
19451126,3.43685709,1.214095773
19451127,3.480883229,1.214107914
19451128,3.474652448,1.214120055
19451129,3.478509312,1.214132196
19451130,3.515068445,1.214144338
19451201,3.5358425,1.214156479
19451203,3.566993272,1.214168621
